rating_loop.thisRepN,rating_loop.thisTrialN,rating_loop.thisN,rating_loop.thisIndex,thisRow.t,notes,WelcomeScreen.started,WelcomeScreen.stopped,trial.started,trial.stopped,sliderRating.response,slider_stop.response,temperature_PT,contact_force,sliderRating.markerPos,GoodbyScreen.started,text.started,GoodbyScreen.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart
44,0,44,0,2024-11-18_17:26:29.576715,,,,93.74551140051335,95.27961259987205,None,None,35.800000000000004,27.4,None,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
45,0,45,0,2024-11-18_17:26:31.577934,,,,95.7456491002813,97.27924120053649,None,None,35.800000000000004,23.9,None,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
46,0,46,0,2024-11-18_17:26:33.584500,,,,97.74554650019854,99.27675150055438,None,None,35.9,32.7,0.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
47,0,47,0,2024-11-18_17:26:35.576452,,,,99.74188600014895,101.27631010022014,None,None,35.9,35.3,0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
48,0,48,0,2024-11-18_17:26:37.575817,,,,101.74067900050431,103.27463150024414,None,None,35.9,20.7,1.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
49,0,49,0,2024-11-18_17:26:39.576790,,,,103.74155160039663,105.27597470022738,None,None,35.9,8.9,1.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
50,0,50,0,2024-11-18_17:26:41.573331,,,,105.74117450043559,107.27398969978094,None,None,36.0,26.1,2.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
51,0,51,0,2024-11-18_17:26:43.577955,,,,107.74071440007538,109.2742030005902,None,None,36.0,25.1,2.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
52,0,52,0,2024-11-18_17:26:45.575141,,,,109.74073750060052,111.27519499976188,None,None,36.0,27.2,2.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
53,0,53,0,2024-11-18_17:26:47.577696,,,,111.74004209972918,113.27618420030922,None,None,36.0,35.4,2.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
54,0,54,0,2024-11-18_17:26:49.577739,,,,113.74173429980874,115.27504490036517,None,None,36.0,28.6,2.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
55,0,55,0,2024-11-18_17:26:51.572801,,,,115.73985899984837,117.27511170040816,None,None,35.9,28.7,0.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
56,0,56,0,2024-11-18_17:26:53.574837,,,,117.74023739993572,119.27395089995116,None,None,35.9,28.6,0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
57,0,57,0,2024-11-18_17:26:55.573122,,,,119.73992550000548,121.2748453002423,None,None,35.9,29.4,0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
58,0,58,0,2024-11-18_17:26:57.574921,,,,121.74062679987401,123.27522980049253,None,None,35.9,28.4,0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
59,0,59,0,2024-11-18_17:26:59.577528,,,,123.7414466002956,125.27612620033324,None,None,35.800000000000004,27.7,0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
60,0,60,0,2024-11-18_17:27:01.577869,,,,125.74126430042088,127.27532429993153,None,None,35.800000000000004,26.7,1.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
61,0,61,0,2024-11-18_17:27:03.571612,,,,127.74053740035743,129.27427130006254,None,None,35.800000000000004,38.7,0.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
62,0,62,0,2024-11-18_17:27:05.576122,,,,129.74019540008157,131.2746313000098,None,None,35.7,28.3,0.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
63,0,63,0,2024-11-18_17:27:07.572761,,,,131.74022379983217,133.27425429970026,None,None,35.7,27.9,0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
64,0,64,0,2024-11-18_17:27:09.577519,,,,133.73941109981388,135.27389159984887,None,None,35.6,24.6,0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
65,0,65,0,2024-11-18_17:27:11.575036,,,,135.73895740043372,137.27474260050803,None,None,35.6,26.5,0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
66,0,66,0,2024-11-18_17:27:13.570486,,,,137.73942360002548,139.27328030019999,None,None,35.6,25.6,0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
67,0,67,0,2024-11-18_17:27:15.575075,,,,139.7396050002426,141.2735502999276,None,None,35.5,26.0,0.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
68,0,68,0,2024-11-18_17:27:17.572298,,,,141.7389038996771,143.27377779968083,None,None,35.5,22.0,0.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
69,0,69,0,2024-11-18_17:27:19.573768,,,,143.73875490017235,145.2729273000732,None,None,35.4,22.2,0.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
70,0,70,0,2024-11-18_17:27:21.571654,,,,145.73880499973893,147.27423870004714,None,None,35.4,22.5,0.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
71,0,71,0,2024-11-18_17:27:23.573181,,,,147.7389954002574,149.27373110037297,None,None,35.4,24.7,0.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
72,0,72,0,2024-11-18_17:27:25.577362,,,,149.74027079995722,151.27403239998966,None,None,35.4,31.6,0.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
73,0,73,0,2024-11-18_17:27:27.576864,,,,151.74046680051833,153.27261750027537,None,None,35.300000000000004,31.5,0.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
74,0,74,0,2024-11-18_17:27:29.574441,,,,153.73767920024693,155.27367800008506,None,None,35.300000000000004,26.8,0.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
75,0,75,0,2024-11-18_17:27:31.575607,,,,155.73919080011547,157.27178379986435,None,None,35.300000000000004,33.9,0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
76,0,76,0,2024-11-18_17:27:33.574664,,,,157.7374951997772,159.27210350055248,None,None,35.2,34.4,0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
77,0,77,0,2024-11-18_17:27:35.574120,,,,159.7376431003213,161.2743317000568,None,None,35.2,34.1,0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
78,0,78,0,2024-11-18_17:27:37.575554,,,,161.7393610002473,163.27299480047077,None,None,35.2,26.9,0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
79,0,79,0,2024-11-18_17:27:39.575243,,,,163.73794620018452,165.27320719975978,None,None,35.2,26.5,0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
80,0,80,0,2024-11-18_17:27:41.573991,,,,165.7383134001866,167.2713991003111,None,None,35.2,23.2,0.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
81,0,81,0,2024-11-18_17:27:43.571615,,,,167.7358216000721,169.2711207997054,None,None,35.2,26.9,0.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
82,0,82,0,2024-11-18_17:27:45.572379,,,,169.73578669968992,171.27294389996678,None,None,35.1,25.9,0.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
83,0,83,0,2024-11-18_17:27:47.575351,,,,171.73820780031383,173.27182259969413,None,None,35.1,25.3,0.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
84,0,84,0,2024-11-18_17:27:49.576614,,,,173.74002770055085,175.27255360037088,None,None,35.1,28.2,0.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
85,0,85,0,2024-11-18_17:27:51.576194,,,,175.7371880998835,177.27247290033847,None,None,35.1,26.0,0.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
86,0,86,0,2024-11-18_17:27:53.568641,,,,177.73636300023645,179.27194240037352,None,None,35.1,26.0,0.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
87,0,87,0,2024-11-18_17:27:55.570446,,,,179.73782370053232,181.27150639984757,None,None,35.1,24.9,0.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
88,0,88,0,2024-11-18_17:27:57.572983,,,,181.73858190048486,183.2711781002581,None,None,35.1,25.6,0.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
89,0,89,0,2024-11-18_17:27:59.575297,,,,183.7379687000066,185.27147290017456,None,None,35.1,26.2,0.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
90,0,90,0,2024-11-18_17:28:01.573947,,,,185.7365236999467,187.27048510033637,None,None,35.1,24.3,0.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
91,0,91,0,2024-11-18_17:28:03.573446,,,,187.73699180036783,189.27123500034213,None,None,35.1,22.7,0.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
92,0,92,0,2024-11-18_17:28:05.574428,,,,189.73731920029968,191.27249170001596,None,None,35.1,24.4,0.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
93,0,93,0,2024-11-18_17:28:07.573151,,,,191.73696359992027,193.27009989973158,None,None,35.1,24.0,1.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
94,0,94,0,2024-11-18_17:28:09.570508,,,,193.73476759996265,195.27073500026017,None,None,35.1,24.0,1.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
95,0,95,0,2024-11-18_17:28:11.574957,,,,195.7362404000014,197.27114660013467,None,None,35.1,24.3,1.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
96,0,96,0,2024-11-18_17:28:13.572151,,,,197.73839940037578,199.27144949976355,None,None,35.1,24.7,1.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
97,0,97,0,2024-11-18_17:28:15.572181,,,,199.73572729993612,201.26957750041038,None,None,35.1,24.6,1.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
98,0,98,0,2024-11-18_17:28:17.572603,,,,201.73713300004601,203.27074000053108,None,None,35.1,24.3,1.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
99,0,99,0,2024-11-18_17:28:19.568039,,,,203.73568349983543,205.2699098996818,None,None,35.2,24.2,1.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
100,0,100,0,2024-11-18_17:28:21.570072,,,,205.73694340046495,207.27075510006398,None,None,35.300000000000004,24.9,1.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
101,0,101,0,2024-11-18_17:28:23.574734,,,,207.73617780022323,209.27061829995364,None,None,35.4,24.7,2.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
102,0,102,0,2024-11-18_17:28:25.571848,,,,209.73699690029025,211.27043160051107,None,None,35.5,24.8,2.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
103,0,103,0,2024-11-18_17:28:27.573727,,,,211.7384504005313,213.26926650013775,None,None,35.6,25.8,3.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
104,0,104,0,2024-11-18_17:28:29.575223,,,,213.73644120059907,215.27052330039442,None,None,35.800000000000004,25.5,4.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
105,0,105,0,2024-11-18_17:28:31.571442,,,,215.7359295003116,217.27112840022892,None,None,35.9,26.6,5.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
106,0,106,0,2024-11-18_17:28:33.571831,,,,217.73666520044208,219.27080880012363,None,None,36.1,26.2,9.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
107,0,107,0,2024-11-18_17:28:35.569533,,,,219.7361572002992,221.26886070054024,None,None,36.300000000000004,26.2,12.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
108,0,108,0,2024-11-18_17:28:37.568327,,,,221.73567610047758,223.2686499003321,None,None,36.5,26.8,14.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
109,0,109,0,2024-11-18_17:28:39.566424,,,,223.7344059003517,225.2686031004414,None,None,36.6,27.6,16.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
110,0,110,0,2024-11-18_17:28:41.572569,,,,225.73503550048918,227.2699311003089,None,None,36.800000000000004,27.4,17.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
111,0,111,0,2024-11-18_17:28:43.569188,,,,227.73522210028023,229.26892830058932,None,None,37.0,27.7,17.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
112,0,112,0,2024-11-18_17:28:45.569293,,,,229.734211999923,231.2695366004482,None,None,37.2,27.7,18.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
113,0,113,0,2024-11-18_17:28:47.571273,,,,231.7351869000122,233.26975829992443,None,None,37.4,27.6,18.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
114,0,114,0,2024-11-18_17:28:49.567021,,,,233.7345893997699,235.26878830045462,None,None,37.6,27.3,18.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
115,0,115,0,2024-11-18_17:28:51.569500,,,,235.73424699995667,237.26928310003132,None,None,37.800000000000004,27.1,18.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
116,0,116,0,2024-11-18_17:28:53.570588,,,,237.73300040047616,239.26904780045152,None,None,38.0,27.8,18.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
117,0,117,0,2024-11-18_17:28:55.564671,,,,239.73387080058455,241.26869740057737,None,None,38.300000000000004,27.5,18.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
118,0,118,0,2024-11-18_17:28:57.569934,,,,241.7349584000185,243.26897309999913,None,None,38.5,27.3,18.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
119,0,119,0,2024-11-18_17:28:59.572803,,,,243.73520290013403,245.26911780051887,None,None,38.7,27.4,18.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
120,0,120,0,2024-11-18_17:29:01.571790,,,,245.73456070013344,247.26814970001578,None,None,38.900000000000006,27.1,18.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
121,0,121,0,2024-11-18_17:29:03.566700,,,,247.73369039967656,249.2686541005969,None,None,39.1,27.3,18.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
122,0,122,0,2024-11-18_17:29:05.571008,,,,249.7335363002494,251.26950160041451,None,None,39.300000000000004,27.9,18.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
123,0,123,0,2024-11-18_17:29:07.571322,,,,251.7352496003732,253.26717879995704,None,None,39.5,26.8,18.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
124,0,124,0,2024-11-18_17:29:09.569404,,,,253.73300760053098,255.26806339994073,None,None,39.7,27.4,18.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
125,0,125,0,2024-11-18_17:29:11.566967,,,,255.7324072998017,257.2675836002454,None,None,39.800000000000004,27.3,18.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
126,0,126,0,2024-11-18_17:29:13.566429,,,,257.73384779971093,259.2685834998265,None,None,40.0,27.5,18.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
127,0,127,0,2024-11-18_17:29:15.573254,,,,259.73504710011184,261.267753300257,None,None,40.2,27.6,18.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
128,0,128,0,2024-11-18_17:29:17.567427,,,,261.73320430051535,263.26750850025564,None,None,40.400000000000006,27.1,18.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
129,0,129,0,2024-11-18_17:29:19.566852,,,,263.7330457000062,265.26834100019187,None,None,40.5,27.7,18.0,,,,97,1,2024-11-18_17h24.28.806,Heat_Plate_v80,2024.1.5,60,2024-11-18 17h24.55.819375 +0100
